462,Hildesheim,Germany
552,Moscow,Russia
465,[Kenigsberg],Germany
1024,Reggio Calabria,Italy
466,Lemberg,Ukraine
553,Kaliningrad (Koenigsberg),Russia
467,Zagórów,Poland
1091,Baden-Württemberg,Germany
468,Nikolaev,Ukraine
554,Lubavichi,Russia
469,Buxoro,Uzbekistan
1025,Vilnius,Lithuania?
470,Amedi,Iraq
556,Zhovkva,Ukraine
471,Potomac,United States
1311,Bédarrides,France
472,Antwerpen,Belgium
560,Lakewood Township,United States
473,Alcalá de Henares,Spain
1026,Sulzburg,Germany
474,Cambridge,United Kingdom
561,Ukmergė (Vilkomir),Lithuania
565,Halle,Germany
480,La Orotava,Spain
481,Pinsk,Belarus
566,"",Russia
484,Zholkva,Ukraine
489,Jerusalem,Israel
567,Wilmersdorf,Germany
490,"",United States
491,Corydon,United States
568,Warsaw,Po
496,Mishawaka,United States
497,Cincinnati,United States
569,Lubavichi,r
498,Melrose Park,United States
499,Konigsberg,Russia
570,Vilnius,Russia
506,Amsterdam,Netherlands
507,"",Польша
572,Vitebsk,Belarus
508,"",Poland
515,München,Germany
576,Cambridge,United Kingdom
517,Korets ,Ukraine
521,Roma,Italy
579,Jessnitz (Anhalt),Germany
522,Sana'a,Yemen
523,Aden,Yemen
524,Ochakov,Ukraine
525,Grodno,Belarus
582,Boston,United States
527,Brzeg Dolny,Poland
528,Shadov,Lithuania
583,Monreale,Italy
531,Amsterdam,Netherlands
584,Baltimore,United States
532,Augsburg,Germany
585,Piotrków Trybunalski,Poland
537,Leiden,Netherlands
271,Amsterdam,Netherlands
538,Moscow,Russia
540,Kaliningrad (Kenigsberg),Russia
548,Cambridge,United Kingdom
549,Halberstadt,Germany
551,Venice,Italy
688,Roma,Italia
463,Lampertheim,Germany
555,Brno,Czech Republic
476,"",United Kingdom
479,Stamford,United States
557,Mglin,Russia
482,"",Israel
786,Kleve,Germany
483,Paramaribo,Suriname
562,"",Russia
485,Bobruisk ,Belarus
1113,"",France?
563,"",Russia - Poland
493,Sutton,United Kingdom
736,Liguria,Italy
500,Bissingen,Germany
564,Šeduva (Shadov),Lithuania
501,Nürburg,Germany
899,Dublin,Ireland
509,Ramat Gan,Israel
571,Lublin,Poland
516,"",Italy
518,Herat,Afghanistan
573,Uralsk,Kazakhstan
1207,"",United Kingdom
530,Bonsall,United Kingdom
577,Cambridge,United Kingdom
533,Kaliningrad,Russia
1262,New Orleans,United States
539,Berdichev,Ukraine
580,Alexandria,Egypt
541,Bobruisk,Belarus
587,Cluj-Napoca,Romania
550,Lviv (Lemberg),Ukraine
588,Bnei Brak,Israel
738,śląskie,Poland
617,Furth,Germany
618,"",Germany
624,Brooklyn,USA
626,Istanbul,Turkey
1270,Buenos Aires,Argentina
1128,Marzocca,Italy
1272,Basse-Alsace,France
803,Bayern,Germany
900,Wilhermsdorf,Germany
1277,Breisach am Rhein,Germany
1278,Colmar,France
804,Lazio,Italy
1053,Boston,Massachusetts
1281,Ottawa,Canada
1284,"",Italy
901,Hanau,Germany
806,Campania,Italy
1057,Pułtusk,Poland
807,Leiria,Portugal
924,Niederdorla,Germania
933,Tel Aviv,Israel
1287,Ravenna,Italy
927,Ulm,Germany
1058,Pisz,Poland
1290,Sarria,Spain
1291,Tarragona,Spain
939,Škloŭ,Belarus
943,Altdorf,Germany
1293,Mława,Poland
946,Külsheim?,Germany
949,Les Bons Villers,Belgium
1296,Padova,Italië
1312,Sanok,Poland
464,Bnei Brak,Israel
558,Józefów,Poland
477,Konstanz,Germany
689,Sulzbach (Taunus),Germany
486,Kilsby,United Kingdom
574,Góra Kalwaria,Poland
494,Cambridge,United Kingdom
787,Trento,Italy
502,Frankfurt am Main,Germany
575,Stary Poryck,Ukraine
510,Unterschleißheim,Germany
690,New York,United States
519,Hlohovec,Slovakia
578,Genova,Italy
534,Baghdad,Iraq
1208,Houmt Arbah,Tunisia
535,Elk,Poland
589,San Marino,United States
542,Ostrog,Ukraine
692,Brescia,Italia
590,Baden-Baden,Germany
790,Cincinnati,Stati Uniti
591,Beverwijk,Netherlands
693,"",Italia
592,Jerusalem,Israel
593,Johannesburg,South Africa
694,Padova,Italia
596,Pirna,Germany
597,Dmitrovka,Ukraine
598,Casalmaggiore,Italy
791,l,Russia
599,Iași,Romania
600,"",Italy
749,Puglia,Italy
601,Alpen,Germany
1114,"",Spain
603,Dubno,Ukraine
605,Rascov,Moldova
606,Rashkov,Ukraine
792,Haifa,Israel
607,Istanbul (Kushtandina),Turkey
1115,Faro,Portugal
793,Istambul,Turkey
620,Baltimore,USA
625,Seattle,USA
795,Riva,Italy
628,Crakow,Poland
629,Góra Kalwaria (Gur),Poland
630,Gdansk (Danzig),Poland
632,Wroclaw ,Poland
634,Frankfurt,Germany
636,Polling,Germany
638,Rome,Italy
639,"",Czech Republic
641,Kamianets-Podilskyi,Ukraine
643,Kaunas (Kovno),Lithuania
644,Étrechet,France
645,Riva del Garda,Italia
646,Venezia,Italia
647,Thessaloniki,Grecia
648,Mantova,Italia
649,Napoli,Italia
650,Parma,Italia
651,Lugo,Italia
653,Cremona,Italia
1209,Amherst,United States
487,Jerusalem,Israel
559,Sighetu Marmației,Romania
1094,Asti,Italy
691,Erlau,Germany
503,Baltimore,United States
594,Lemberg (Lviv),Ukraine
504,Amsterdam,Netherlands
788,"",Turkey
1116,Zamora,Spain
602,Cremona,Italy
511,München,Germany
902,Southern,Germany
520,Trnava,Slovakia
604,Kenigsberg (Kaliningrad),Russia
543,Kaliningrad (Koenigsberg),Russia
789,"",Turkey
544,Lviv?,Ukraine
608,Rеzekne ,Latvia
1028,Wolnica,Poland
631,Rezekne ,Latvia
794,Bielsko-Biała,Poland
633,Lubavichi,Ukraine
796,München,Germania
635,Rödelheim,Germany
640,Brunn,Czech Republic
809,Aragón,Spain
642,Vienna,Austria
903,"",France
652,Jerusalem,Israele
1297,Ancona,Italië
1131,Chicago,United States
811,,Italy
904,Lunéville,France
840,"",Ukraine?
1029,Buchach,Ukraine
841,"",Egypt?
907,Moskovsky,Russia
842,White Plains,United States
1313,New York,United States
845,Urbino,Italy
908,Washington,United States
846,"",Czechia?
1030,Khotyn,Ukraine
847,Uherský Brod,Czechia
909,Wilmington,United States
848,Brescia,Italy
1315,Prague,Tsjechië
925,Hannover,Germania
850,Krynki,Poland
851,Liski,Poland
852,Liszki,Poland
1081,Lisboa,Portugal
853,Eisenstadt,Austria
854,Napoli,Italy
855,Pesaro,Italy
856,Potsdam,Germany
857,Poryck,Ukraine
858,Preston,United Kingdom
859,Aschaffenburg,Germany
861,Beni Imrane,Morocco
862,Tétouan,Morocco
865,Wrocław,Poland
866,Courtabœuf Cedex,France
892,Nordrhein-Westfalen,Germany
1031,Metz,France?
488,Fano,Italy
595,"",Turkey
512,Korets',Ukraine
797,Ferrara,Italia
513,Spring Valley,United States
609,Cincinnati,USA
545,Katowice,Poland
798,Modena,Italia
1095,"",Italy
756,Trentino-Alto Adige,Italy
1210,Newark,United States
1054,Parma,Italy
813,Towson,United States
1059,Kaunas,Lithuania
814,Sulzbach,Germany
1314,New York,United States
1117,New York,United States
815,Brest,Belarus
1211,Boston,United States
1060,Szczawa,Poland?
816,Płock,Poland
817,Guadalajara,Spain
1062,Babruysk,Belarus
818,Sulzbach am Main,Germany
1118,"",United States?
1216,Tel Aviv-Yafo,Israel
819,Los Angeles,United States
752,Kirovohrads'ka oblast,Ukraine
1064,Wallerstein,Germany
1065,Wallerstein,Germany?
821,Josefstadt - Wien,Austria
1217,Lodève,France
676,Budapest,Hungary
755,Trentino-Alto Adige,Italy
823,Oettingen in Bayern,Germany
758,Baden-Württemberg,Germany
759,Friuli-Venezia Giulia,Italy
824,Josefstadt-Wien,Austria
825,Bad Rappenau,Germany
826,Tauberbischofsheim,Germany
764,Baden-Württemberg,Germany
828,Bad Hersfeld,Germany
829,Dessau-Roßlau,Germany
830,Ancona,Italia
831,Sabbioneta,Italia
834,Kjellerup,Denmark
443,Borisov,Belarus
835,"",Denmark
836,Biłgoraj,Poland
419,Prague,Czechia
104,København,Denmark
435,Frankfurt am Main,Deutchland
112,"",Egypt
109,"",Egypt
196,Alexandria Governorate,Egypt
367,Metz,France
371,Strasbourg,France
353,Baden-Württemberg,Germany
376,Mecklenburg-Vorpommern,Germany
366,Mochau,Germany
382,Sachsen-Anhalt,Germany
350,Sachsen-Anhalt,Germany
9,Amsterdam,Netherlands
514,Chernivtsi,Ukraine
610,Pressburg,Hungary
546,Jaén,Spain
611,Pressburg,Hungary
721,New York,United States
33,Amsterdam,Netherlands
1316,Mantova,Italië
1119,"",Germany
727,Amsterdam,Netherlands
723,West Bengal,India
1212,Cambridge,Stati Uniti
724,Florida,United States
799,Verona,Italia
1096,"",Italy
1218,Lubavichi,Russia
906,Steina,Germany
726,North District,Israel
820,Torchyn,Ukraine
910,"",United States
837,Baranowizna,Belarus
1032,Kremenets',Ukraine
1298,Padua,Italië
822,Towson,United States
729,Campania,Italy
911,Staten Island,United States
730,Calabria,Italy
827,Pulheim,Germany
731,İstanbul,Turkey
944,Velyki Mezhyrichi,Ukraine
833,København,Denmark
843,Niederdorla,Germany?
947,Wandsbek - Hamburg,Germany
844,"",Germany?
1300,Constantinople,Turkije
863,Franeker,Netherlands
950,Neuwied,Germany
867,"",France
894,England,United Kingdom
951,Łomianki,Poland
1303,"",United States
1134,Lido di Spina,Italy
1304,Thessaloniki,Griekenland
1133,Montréal,Canada
283,Oran,Algeria
119,Salzburg,Austria
187,Wien,Austria
275,Wien,Austria
62,Wien,Austria
198,"",Belarus
71,Babrujsk,Belarus
338,Bykhaw,Belarus
399,Hrodna Region,Belarus
308,Kopys,Belarus
266,Minsk,Belarus
426,Mogilev,Belarus
315,Sudzily,Belarus
262,Rio de Janeiro,Brazil
279,Xinjiang Weiwuerzizhiqu,China
178,Hlavní město Praha,Czech Republic
44,Prague,Czech Republic
261,Prague,Czech Republic
192,South Moravian Region,Czech Republic
111,Cairo,Egypt
39,Paris,France
263,Hamburg,Germany
319,Altona,Germany
406,Baden-Württemberg,Germany
185,Bayern,Germany
278,Bayern,Germany
182,Bayern,Germany
1097,Denver,United States
1213,Suceava,Romania
17,Bingen,Germany
276,Brandenburg,Germany
188,Brandenburg,Germany
116,Crailsheim,Germany
91,Frankfurt am Main,Germany
83,Frankfurt am Main,Germany
18,Frankfurt am Main,Germany
732,Lazio,Italy
79,Frankfurt (Oder),Germany
300,Frankfurt on Main,Germany
324,Frankfurt on Main,Germany
58,Fürth,Germany
68,Fürth,Germany
430,Ganburg,Germany
292,Halle (Saale),Germany
1219,Princeton,United States
1220,Glasgow,United Kingdom
36,Hannover,Germany
24,Hanover,Germany
134,Heidelberg,Germany
1120,Sulzbach-Rosenberg,Germany
1221,Rudnya,Russia
1122,Baltimore,United States?
31,Isny,Germany
456,Isny im Allgäu,Germany
416,Jeßnitz (Anhalt),Germany
85,Karlsruhe,Germany
80,Köln,Germany
123,Ladenburg,Germany
97,Leipzig,Germany
439,Lemberg,Germany
87,Mainz,Germany
120,Mannheim,Germany
92,Niederdorla,Germany
128,Obersulm,Germany
204,Offenbach am Main,Germany
84,Rodelheim,Germany
256,Sachsen,Germany
1034,Provence-Alpes-Côte d'Azur,France
1225,Kalisz,Poland
1124,Washington,United States
1055,Carpi,Italy
1226,Izmit,Turkey
42,Berlin,Germany
1229,Sadigora,Ukraine
1230,"",United Kingdom
1231,București,Romania
1232,New York,United States
1233,Medina,Italy
146,Schwedt/Oder,Germany
86,Stuttgart,Germany
1317,Wilhelmsdorf,Duitsland
64,Worms,Germany
612,"",USA
415,Saloniki,Greece
180,Thessaloniki,Greece
374,Thessaloniki,Greece
11,Thessaloniki,Greece
132,Thessaloniki,Greece
69,Thessaloníki,Greece
145,Eger,Hungary
179,Heves County,Hungary
401,Pusztavacs,Hungary
202,Kolkata,India
264,Haifa District,Israel
41,Jerusalem,Israel
912,Brzeg Dolny (Dyhernfurth),Poland
216,Rehovot,Israel
110,Safed,Israel
1214,Oradea,Romania
208,"",Italy
436,"",Italy
125,"",Italy
113,"",Italy
122,"",Italy
444,Ancona,Italy
126,Bologna,Italy
124,Casale Monferrato,Italy
59,Cunico,Italy
88,Ferrara,Italy
205,Gorizia,Italy
387,Lazio,Italy
441,Livorno,Italy
114,Livorno,Italy
152,Lugo,Italy
43,Mantova,Italy
1222,"",United Kingdom
1036,Barco,Italy
4,Mantua,Italy
1223,"",United Kingdom
446,Modena,Italy
417,Murillo Fatigati,Italy
21,Naples,Italy
60,Napoli,Italy
148,Padova,Italy
800,Pisa,Italia
1224,"",United Kingdom
838,Dolyna,Ukraine
1037,Zboriv,Ukraine
1038,Volterra,Italy
1227,Moscow,Russian
1042,Odesa,Ukraine
1234,Budapest,Hungary
1043,Rodewisch,Germania
1299,New York,Verenigde Staten
1301,Berlin,Germany?
1305,Cesena,Italy
174,Padua,Italy
377,Piemonte,Italy
147,Piove di Sacco,Italy
1098,Miami,United States
140,Riva del Garda,Italy
459,Riva del Garda,Italy
13,Riva del Garda,Italy
200,Roma,Italy
461,Sabbioneta,Italy
82,Soncino,Italy
1215,Berezhany,Ukraine
1228,Sulzbach,Germany
1039,Torino,Italy
1044,Wiedenberg,Germania
1121,Kraków,Poland
56,Venezia,Italy
74,Venezia,Italy
19,Venice,Italy
6,Venice,Italy
429,Venice,Italy
184,Verona,Italy
1235,Gaming,Austria
414,Daugavpils,Latvia
428,Daugavpils,Latvia
427,Daugavpils,Latvia
284,Bayrut,Lebanon
30,Beirut,Lebanon
29,"",Lithuania
333,Daugavpils,Lithuania
306,Kaunas,Lithuania
272,Kauno apskritis,Lithuania
452,Šeduva,Lithuania
449,Ukmergė,Lithuania
313,Vilnius,Lithuania
49,Amsterdam,Netherlands
270,Friesland,Netherlands
1123,"",United Kingdom?
38,Soest,Netherlands
206,Starnmeer,Netherlands
14,The Hague,Netherlands
40,Utrecht,Netherlands
1236,Chernivtsi,Ukraine
1237,"",United Kingdom
303,Amsterdam,Netherlands 
326,"",Poland
322,Białystok,Poland
46,Cracow,Poland
7,Cracow,Poland
1,Cracow,Poland
55,Cracow,Poland
458,Gdańsk,Poland
121,Golub-Dobrzyń,Poland
173,Amsterdam,Netherlands
913,Brooklyn,United States
1125,Maryland,United States
1238,Regensburg,Germany
916,"",Germany
914,,Portugal
917,"",Germany
137,Kaniów,Poland
335,Krakow,Poland
51,Kraków,Poland
47,Kraków ,Poland
189,małopolskie,Poland
460,Narol,Poland
127,Ostrów Wielkopolski,Poland
129,Poznań,Poland
316,Przemyśl,Poland
327,Skórka,Poland
328,Szczecin,Poland
365,Wars,Poland
330,Warsaw,Poland
453,Warszawa,Poland
388,wielkopolskie,Poland
280,Województwo dolnośląskie,Poland
277,Województwo dolnośląskie,Poland
281,Województwo dolnośląskie,Poland
409,województwo łódzkie,Poland
1318,Rochester,United States
1099,Parma,Italy
380,Județul Bihor,Romania
402,Municipiul București,Romania
70,"",Russia
320,Dubrovy,Russia
393,Krasnoyarskiy kray,Russia
298,Lubavichi,Russia
301,Lubavichi ?,Russia
312,Lubavichi?,Russia
296,Lyubavichi,Russia
302,Moscow,Russia
321,Moscow,Russia
323,Moscow,Russia
289,Moskva,Russia
72,Sankt-Peterburg,Russia
309,Tsarskoe selo,Russia
310,Tsarskoye selo,Russia
450,Bratislava,Slovakia
440,Братислава,Slovakia
215,Almazán,Spain
1239,London,Canada
211,Híjar,Spain
131,Híjar,Spain
1240,Asolo,Italy
76,Madrid,Spain
214,Navarre,Spain
423,Salamanca,Spain
143,"",Suriname
297,Basel,Switzerland
27,Basel,Switzerland
1302,Wansbeck,Germany
273,Genève,Switzerland
369,Genève,Switzerland
35,Zurich,Switzerland
351,Zürich,Switzerland
368,Zürich,Switzerland
1104,Leeuwarden,Netherlands
1306,Nizza Monferrato,Italy
61,Oxford1,United Kingdom
22,Constantinople,Turkey
394,İstanbul,Turkey
194,İstanbul,Turkey
421,Izmir,Turkey
398,İzmir,Turkey
183,İzmir,Turkey
381,Chernivets'ka oblast,Ukraine
337,Kherson,Ukraine
420,Korets,Ukraine
331,Kremenchuk,Ukraine
311,Lviv,Ukraine
53,L'viv,Ukraine
451,Lvov,Ukraine
339,Mezhirov,Ukraine
454,Mukachevo,Ukraine
418,Mykolaiv,Ukraine
317,Ostrog ,Ukraine
434,Ostroh,Ukraine
431,Polonne,Ukraine
305,Poritsk,Ukraine
405,Rivnens'ka oblast,Ukraine
314,Slavuta,Ukraine
318,Sudilkov,Ukraine
329,Sudylkiv,Ukraine
433,Sudylkov,Ukraine
448,Sudzilkov,Ukraine
130,Ukrainka,Ukraine
447,Uzhhorod,Ukraine
400,Volyns'ka oblast,Ukraine
307,Zhitomir,Ukraine
304,Zhytomyr,Ukraine
390,Zhytomyrs'ka oblast,Ukraine
445,Мукачево,Ukraine
340,Aberdeen,United Kingdom
422,Edinburgh,United Kingdom
1241,"",Austria
1242,Soncino,Italy
373,England,United Kingdom
81,Gloucester,United Kingdom
105,Leeds,United Kingdom
1244,Velizh,Russia
1100,Philadelphia,United States?
45,London,United Kingdom
424,Manchester,United Kingdom
107,Ramsgate,United Kingdom
457,Saint Andrews,United Kingdom
455,Sutton,United Kingdom
93,"",United States
94,"",United States
425,Atlanta,United States
1101,Runkel,Germany
1105,Husyatyn,Ukraine
1245,Przysucha,Poland
1247,Soncino,Italy
1248,Amsterdam,Нидерланды
1249,Amsterdam,Netherlands
1250,Shklov,Belarus
203,Berkeley,United States
1319,Firenze,Italy
66,Cambridge,United States
102,Chapel Hill,United States
115,Chicago,United States
385,District of Columbia,United States
291,Linden,United States
103,Los Angeles,United States
77,Los Angeles,United States
395,Massachusetts,United States
1243,Naples,Italy
199,New Haven,United States
407,New Jersey,United States
67,Newton,United States
1102,Kraków,Poland?
175,New York,United States
37,New York,United States
1106,Pleß,Germany?
1246,Rēzekne,Latvia
1107,Yafo,Israel
1251,"",United Kingdom
1108,Soroca,Moldova
257,New York,United States
1109,Konin,Poland
258,Ohio,United States
265,Pennsylvania,United States
1126,Boonsboro,United States
212,Philadelphia,United States
209,Portland,United States
65,Salem,United States
217,Seattle,United States
75,Syosset,United States
1135,Modena,Italy
285,"",Yemen
141,mantova,איטליה
139,Mantova,איטליה
136,Modena,איטליה
1137,Leszno,Poland
138,Venezia,איטליה
299,Frankfurt am Main,Германия
294,Vilnius,Литва
325,"",Польша
293,Любавичи,Россия
295,Москва,Россия
915,Sankt Pölten,Austria
547,Croydon,United Kingdom
613,New jersey,USA
918,"",Italy
614,"",Europe
615,Montpellier,France
1139,Jarocin,Poland
616,Sadhora,Ukraine
1132,Ottawa,Canada
621,Zhytomir,Ukraine
622,Munich,Germany
623,Vilna,Lithuania
1153,New York,USA
375,St. Louis,United States
1158,Edirne,Turkey?
1160,Pitigliano,Italy
1163,England,United Kingdom
766,Bayern,Germany
801,Soncino,Italia
767,małopolskie,Poland
839,Alessandria,Italy
1103,Istanbul (Kushtandina),Turkey
868,Dublin,Ireland
1252,Mogilev,Belarus
1040,Savona,Italy
864,Kroměříž,Czechia
770,Zhytomyrs'ka oblast,Ukraine
1110,"",Poland
771,Khmel'nyts'ka oblast,Ukraine
1045,Moscow,Russia
772,Ústecký kraj,Czechia
773,lubelskie,Poland
919,"",United Kingdom
1253,Ortaköy,Turkey
1254,Rustenfelde,Germany
1256,Sfax,Tunisia
776,Sachsen-Anhalt,Germany
1050,Constantinople ,Turkey
1258,Vitebsk,Belarus
920,Dresden,Germany
1307,Salerno,Italy
871,England,United Kingdom
921,Pesaro,Italia
1051,New Haven,CT
782,Mogilev Region,Belarus
922,"",Greece
783,Mogilev Region,Belarus
784,Vilniaus apskritis,Lithuania
785,Vilniaus apskritis,Lithuania
874,Baden-Württemberg,Germany
923,Roma,Italia
875,Trentino-Alto Adige,Italy
926,Wittenberge,Germany
877,Genève,Switzerland
878,Bayern,Germany
928,Praga,Repubblica Ceca
929,"",Italia
881,İstanbul,Turkey
882,Uri,Switzerland
930,Serra San Quirico,Italy
884,lubelskie,Poland
885,Brandenburg,Germany
931,Città del Vaticano,Città del Vaticano
932,Ramat Gan,Israel
934,Friedberg (Hessen),Germany
935,Sassnitz,Germany
936,"",Ukraine
938,Tul'chyn,Ukraine
940,Skórka,Poland?
941,"",Poland?
942,Ostroh,Ukraine?
945,Mirosławiec,Poland
952,Kaunas,Lithuania
953,Panemunė - Kaunas,Lithuania
954,Bavaria ,Germany
955,Salisbury ,United Kingdom
956,Dauphin,United States
1111,Krempna,Poland
1041,Stanišić,Serbia
1112,Korczyna,Poland
1046,Bad König,Germany?
1052,Minsk,Belarus?
1056,Reggio Emilia,Italy
1061,Lakewood Township,United States
1255,Amsterdam,Netherlands
1063,Orsha,Belarus
1127,Aste,Italy
1066,Güglingen,Germany
1067,Elzach,Germany
1068,"",Greece?
1257,Tel Aviv-Yafo,Israel
1069,Colleaprico,Italy
1070,Marche of Ancona,Italy
1130,Amsterdam,Netherlands
1071,Ichenhausen,Germany
1072,Eyjeaux,France
1136,Soliera,Italy
1073,Haguenau,France
1074,Arles,France
1138,"",Czechia
1075,Bergheim,Germany?
73,Lisboa,Portugal
1078,Radom,Poland?
1082,Burghausen,Germany
1083,Rimini,Italy
1084,New York,United States
1142,Almazán,Spain
1085,Beerfelden,Germany
1086,Hessen,Germany
1143,Sofia,Bulgaria
1087,Berdychiv,Ukraine
1088,Odessa,Ukraine
1144,"",Netherlands
1089,Lutherstadt Wittenberg,Germany
1090,Mulhouse,France
1145,Oświęcim,Poland
1146,"",Germany
1147,Valožyn,Belarus
1150,Centurion,Sudafrica
1151,"",Lithuania?
1152,USA,New York
1154,"",Czechia
1156,Rzeszów,Poland
1157,Wrocław,Poland?
1159,Zolkiewka,Poland
1161,"",United Kingdom
1162,Huntingdonshire,United Kingdom
1164,Newport,United States
1165,Münster,Germany
1166,Głogów,Poland?
1167,Emden,Germany
1168,Schnaittach,Germany?
1169,Melle,Germany
1170,Mondovì,Italy
1171,Vercelli,Italy
1172,"",Gibraltar
1173,"",Turkey
1174,Baiersdorf,Germany
1175,Pisa,Italy
1176,Čašniki,Belarus
1177,Mel'nytsya-Podil's'ka,Ukraine
1178,Toronto,Canada
1179,Toronto,Canada
1259,Bratislava,SLovakia
960,Heilbronn,Germany
1047,Kloster Veßra,Germany?
961,Kolno,Poland
1308,Fürth?,Duitsland
962,"",Francia
1048,"",Germany
963,"",Francia
964,Frankfurt am Main,Germany?
1049,Rust,Germany
965,Москва,Russia
966,Bet Shemesh,Israel
967,Mynkivtsi,Ukraine
968,Willebadessen,Germany
969,Brighton,United Kingdom
970,Beirut,Lebanon
971,Alsace-Lorraine,France?
972,Niederdorl,Germany?
973,Coburg,Germany
974,Bremen,Germany
976,Baltimore?,United States
977,Breitenbach,Germany
978,Kassel,Germany
980,"",Italy?
981,"",United States
982,Satu Mare,Romania
983,Deutschkreutz,Austria
984,Manchester,United Kingdom
985,Amsterdam,Netherlands?
986,"",Germania
987,"",Turchia
988,Smirne,Turchia
989,"",Egypt?
990,Mainz,Germany?
991,Tomaszów Mazowiecki,Poland
992,Brody,Ukraine
993,Leżajsk,Poland
994,"",Turkey?
995,Rakovník,Czechia
996,Firenze,Italy
997,Lipník nad Bečvou,Czechia
998,Homieĺ,Belarus
999,Pittsburgh,United States
1000,Mladá Boleslav,Czechia
1001,Bourges,France
1002,Poitiers,France
1003,Bad Rappenau,Germany
1004,Dolyna,Ukraine?
1005,Bornheim,Germany
1006,Skokie,United States
1007,Odesa,Ukraine
1009,Ostheim vor der Rhön,Germany
1010,Buchen,Germany
1011,Nürnberg,Germany
1012,"",Jamaica
1013,Hrodna,Belarus
1014,Khust,Ukraine
1015,Kyiv,Ukraine
1016,Tiszalök,Hungary
1017,Hoengen - Alsdorf,Germany
1018,Khatyn,Belarus
1019,"",Netherlands
1020,"",Netherlands?
1021,Kaub,Germany
1022,Altdorf,Switzerland
1023,Strasbourg,France?
1180,Toronto,Canada
1181,Gemünden am Main,Germany
1260,Smotrich,Ukraine
1182,Trieste,Italy
1183,"",Czechia
1261,Santa Rosa,United States
1184,Łobżenica,Poland
1185,Albersweiler,Germany
1263,Bastrop,United States
1187,Venezia,Italy
1264,Debrecen,Hungary
1188,Yavoriv,Ukraine
1265,Hamburg,Germany
1190,London,United Kingdom
1191,"",United Kingdom
1266,Jackson Township,United States
1192,"",Hungary
1193,Pińczów,Poland
1267,Thessaloniki,Greece?
1194,Bamberg,Germany
1195,Stryi,Ukraine
1268,Radashkovichy,Belarus
1196,Ochakiv,Ukraine
1197,"",Slovakia
1269,Georgia,United States
1198,Орша,Беларусь
1199,"",United States
1271,Lodi,Italy
1200,"",Italy
1201,Piedmont,Italy
1273,Macerata,Italia
1202,Smolevichi,Belarus
1203,Mglin ?,Russia
1274,Amsterdam,Paesi Bassi
1204,Dubrovi,Russia
1205,Bad Homburg vor der Höhe,Germany
1275,Hebron,Palestine
1206,Gotha,Germany
1276,Jena,Germany
1279,Johannesburg,RSA
1280,Otwock,Poland
1282,"",United States
1283,"",Israel
1285,"",Czechia
1286,Horšovský Týn,Czechia
1288,Barcelona,Spain
1289,Mataró,Spain
1292,Amsterdam,Nederland
1294,Lubavichi,Belarus
1295,Deerfield,United States
1309,Venezia,Italië
1310,Carpentras,France
1320,New York,United States
